idx,class,conversation
3973,일반 대화,"이번 추석에 뭐 해?
나는 그냥 집에서 쉬려고. 너는?
나도 본가 내려갔다가 친구들이랑 놀 것 같아.
부럽다. 나는 친척들 만나러 여기저기 다녀야 해.
고생이 많네. 그래도 오랜만에 가족들 보는 거니까 좋잖아.
그런가? 맛있는 거나 많이 먹고 와야지."
3974,일반 대화,"나 운전 연수 받아야 할 것 같아.
장롱면허야?
응. 면허 딴 지 5년 넘었는데 운전을 한 번도 안 했어.
그럼 받아야지. 요즘은 연수 잘 가르쳐주는 곳 많더라.
괜찮은 곳 있으면 추천 좀 해줘.
알겠어. 내가 알아보고 알려줄게."
3975,일반 대화,"나 어제 중고 거래했는데 완전 만족스러워.
오, 뭐 샀는데?
에어팟 프로 샀는데 거의 새것 같아.
진짜? 얼마에 샀는데?
정가보다 5만 원이나 싸게 샀어.
대박. 완전 득템했네."
3976,일반 대화,"우리 집 고양이 완전 개냥이야.
진짜? 부럽다. 우리 집 고양이는 완전 시크한데.
맨날 내 배 위에서 자고 애교도 많아.
어떻게 하면 그렇게 돼? 비법 좀 알려줘.
글쎄. 그냥 많이 예뻐해 주면 되지 않을까?
나도 오늘부터 우리 집 고양이한테 더 잘해줘야겠다."
3977,일반 대화,"오늘 점심 뭐 먹을까?
글쎄. 어제 술 마셨더니 해장하고 싶은데.
그럼 짬뽕 어때? 이 근처에 짬뽕 맛집 있잖아.
아, 거기? 좋지. 완전 콜이야.
빨리 가자. 사람 많아지면 기다려야 해.
그래. 지금 바로 출발하자."
3978,일반 대화,"퇴근하고 뭐 해?
나는 오늘 필라테스 가는 날이야.
우와, 너 진짜 부지런하다.
너는 뭐 해? 또 술 마시러 가?
아니거든? 오늘은 집 가서 쉴 거야.
그래? 잘 생각했어. 가끔은 쉬어줘야지."
3979,일반 대화,"나 어제 소개팅했는데 완전 별로였어.
왜? 어떤 사람이었는데?
계속 자기 자랑만 하고 너무 재미없었어.
피곤한 스타일이네. 고생했다.
다시는 소개팅 안 할 거야.
에이, 그러지 말고. 좋은 사람 만날 수도 있잖아."
3980,일반 대화,"요즘 길거리에 붕어빵 파는 곳이 없어진 것 같아 슬퍼.
맞아. 이제 겨울 간식 먹는 재미가 줄었어.
대신 탕후루 가게가 엄청 많이 생겼더라.
그것도 맛있긴 한데 붕어빵이 그립다.
그러게. 아쉬운 대로 편의점에서 파는 슈크림 붕어빵이라도 사 먹어야겠어.
그거라도 먹자. 추운 겨울엔 역시 붕어빵이지!"
3981,일반 대화,"이번 연말에 뭐 할 거야?
아직 계획 없어. 아마 집에서 가족들이랑 보낼 것 같아.
나는 친구들이랑 파티하려고.
재밌겠다. 드레스 코드도 맞추고 그래?
응. 이번엔 레드로 정했어.
사진 많이 찍어서 보여줘!"
3982,일반 대화,"새해 목표는 정했어?
응. 올해는 꼭 다이어트 성공하려고.
매년 하는 다짐 아니야?
이번엔 진짜야. 헬스장도 이미 등록했어.
대단하다. 나는 올해 금연하는 게 목표야.
우리 둘 다 꼭 성공하자!"
3983,일반 대화,"요즘 피부가 너무 건조해.
겨울이라서 그런가 봐. 나도 그래.
미스트를 계속 뿌리는데도 소용이 없어.
수분 크림을 듬뿍 바르고 자 봐.
그것도 해봤는데 아침 되면 똑같아.
물을 많이 마시는 게 제일 중요하대."
3984,일반 대화,"오늘 점심은 뭐 먹을까?
어제 과음해서 해장이 필요해.
그럼 뼈해장국 어때?
좋지. 이 근처에 맛집 알아?
응. 회사 앞에 새로 생긴 곳 있는데 괜찮대.
그럼 거기로 가자. 빨리 해장하고 싶어."
3985,일반 대화,"주말에 뭐 했어?
집에서 넷플릭스 보면서 뒹굴뒹굴했어.
뭐 봤는데? 재밌는 거 있어?
응. 요즘 유행하는 드라마 정주행했는데 완전 재밌어.
아, 그거? 나도 봐야지 생각만 하고 있었는데.
너도 시간 날 때 꼭 봐. 강추야."
3986,일반 대화,"새로 산 신발 너무 마음에 들어.
우와, 예쁘다. 어디서 샀어?
인터넷 쇼핑몰에서 샀어. 세일하길래 바로 질렀지.
나도 요즘 운동화 하나 사려고 했는데.
이거 진짜 편하고 좋아. 너도 한번 신어봐.
그래? 나도 한번 신어볼래."
3987,일반 대화,"오늘따라 유난히 피곤하네.
어제 잠 못 잤어?
응. 뒤척이다가 새벽에 겨우 잠들었어.
왜? 무슨 걱정 있어?
아니. 그냥 생각이 많아서 그런가 봐.
따뜻한 차 한잔 마시고 좀 쉬어."
3988,일반 대화,"우리 저녁 먹고 볼링 치러 갈래?
좋아. 나 볼링 진짜 오랜만에 쳐봐.
나도. 요즘 볼링장 새로 생겨서 깨끗하고 좋대.
그래? 그럼 거기 가보자.
대신 저녁은 네가 사는 거다!
알겠어. 그럼 볼링비는 네가 내!"
3989,일반 대화,"요즘 너무 추워서 밖에 나가기가 싫어.
맞아. 전기장판 켜놓고 이불 속에만 있고 싶어.
이런 날엔 집에서 귤 까먹으면서 영화 보는 게 최고인데.
인정. 오늘 저녁에 그렇게 할까?
좋아. 퇴근하고 바로 집으로 가자.
응. 맛있는 거 사서 들어가자."
3990,일반 대화,"이번 달 월급 왜 이렇게 적게 들어온 것 같지?
연말정산 때문에 그런 거 아니야?
아, 맞다. 연말정산 시즌이었지.
13월의 월급이 아니라 13월의 세금 폭탄이네.
그러게. 내년엔 미리미리 준비해야겠어.
나도. 올해는 너무 안일했다."
3991,일반 대화,"나 요즘 요리하는 재미에 푹 빠졌어.
오, 진짜? 무슨 요리하는데?
주로 한식 위주로 하고 있어. 어제는 김치찌개 끓였어.
대단하다. 나는 요리에 소질이 없어서.
너도 한번 해봐. 생각보다 재밌어.
나는 그냥 네가 해준 요리 먹을래."
3992,일반 대화,"오늘 미세먼지 최악이다.
그러게. 목이 칼칼하고 눈도 따가워.
마스크 꼭 쓰고 다녀야겠다.
응. 창문도 절대 열면 안 돼.
언제쯤 맑은 공기 마실 수 있을까?
그러게 말이야. 점점 더 심해지는 것 같아."
3993,일반 대화,"나 휴대폰 바꿀 때가 된 것 같아.
왜? 아직 쓸 만하지 않아?
배터리가 너무 빨리 닳아. 하루에 두세 번은 충전해야 해.
그럼 바꿔야지. 뭘로 바꿀 거야?
이번에 새로 나온 아이폰으로 바꿀까 생각 중이야.
나도 그거 탐나던데. 디자인이 너무 예쁘게 나왔어."
3994,일반 대화,"우리 회사 근처에 맛있는 빵집 생겼어.
진짜? 어디?
횡단보도 건너편에 새로 생긴 곳인데 소금빵이 진짜 맛있어.
아, 거기? 지나가면서 보긴 했는데.
다음에 한번 가봐. 빵 종류도 엄청 많아.
알겠어. 내일 출근길에 들러봐야겠다."
3995,일반 대화,"요즘 즐겨보는 예능 프로그램 있어?
응. 나는 ‘나 혼자 산다’ 맨날 챙겨봐.
아, 그거 재밌지. 나도 가끔 봐.
이번 주에 나온 게스트 진짜 웃기더라.
누구 나왔는데?
못 봤으면 꼭 챙겨봐. 배꼽 빠질 뻔했어."
3996,일반 대화,"나 어제 머리 잘랐는데 너무 마음에 들어.
오, 진짜? 한번 보여줘.
어때? 괜찮아?
훨씬 잘 어울린다. 완전 다른 사람 같아.
다행이다. 자를까 말까 엄청 고민했거든.
진작 자르지 그랬어. 너무 예쁘다."
3997,일반 대화,"우리 강아지가 어제 사고 쳤어.
왜? 뭐 했는데?
집에 있던 두루마리 휴지를 다 풀어놨어.
헐. 어떡해. 혼냈어?
혼내려고 했는데 너무 해맑게 쳐다봐서 그냥 웃고 말았어.
귀여워서 혼낼 수도 없었겠네."
3998,일반 대화,"오늘 저녁은 뭐 먹지?
오랜만에 치킨에 맥주 어때?
좋지. 무슨 치킨 먹을까?
나는 양념치킨이 당기는데.
나는 프라이드. 그럼 반반으로 시키자.
콜. 내가 주문할게."
3999,일반 대화,"나 요즘 너무 살쪄서 고민이야.
겨울이라서 그런가 봐. 나도 그래.
옷이 다 작아졌어. 너무 슬퍼.
우리 같이 운동 시작할래?
좋아. 무슨 운동 할까?
필라테스나 요가 어때?"
4000,일반 대화,"이번 주말에 뭐 할 거야?
나는 친구 결혼식 가야 해.
아, 진짜? 부럽다. 나는 주말에도 출근해야 하는데.
힘들겠다. 그래도 끝나고 맛있는 거 먹어.
그래야지. 끝나고 바로 고기 먹으러 갈 거야.
좋은 생각이다. 힘내!"
4001,일반 대화,"요즘 핫한 카페 어디야?
성수동에 새로 생긴 카페 있는데 거기 완전 핫플레이스래.
그래? 어떤 곳인데?
인테리어가 엄청 독특하고 디저트도 맛있대.
우리 이번 주말에 거기 가볼까?
좋아. 사람 많을 수도 있으니까 오픈 시간에 맞춰서 가자.
알겠어. 내가 위치 찾아볼게."
4002,일반 대화,"나 어제 소개팅했는데 완전 마음에 드는 사람 만났어.
우와, 진짜? 잘됐다!
응. 말도 잘 통하고 유머 코드도 비슷해서 시간 가는 줄 몰랐어.
다행이다. 애프터 신청은 했어?
아니. 상대방이 먼저 연락 왔어.
대박. 이번엔 진짜 연애 시작하는 거야?"
4003,일반 대화,"오늘 날씨 왜 이렇게 우중충하지?
그러게. 비 올 것 같아.
이런 날에는 파전에 막걸리인데.
크. 생각만 해도 좋다.
오늘 저녁에 콜?
콜. 퇴근하고 바로 만나자."
4004,일반 대화,"나 요즘 재테크에 관심이 생겼어.
오, 그래? 어떤 거 하고 있는데?
아직 시작은 안 했고 공부하고 있어. 주식이랑 펀드 알아보고 있어.
어렵지 않아? 나는 봐도 무슨 말인지 하나도 모르겠던데.
처음엔 어려웠는데 계속 보다 보니까 조금씩 이해가 돼.
대단하다. 나도 한번 시작해볼까?"
4005,일반 대화,"우리 회사 복지 너무 안 좋은 것 같지 않아?
맞아. 다른 회사랑 비교하면 너무 차이 나.
휴가도 마음대로 못 쓰고 야근은 밥 먹듯이 하고.
그러게. 이직하고 싶다는 생각밖에 안 들어.
우리 내년에는 꼭 이직 성공하자.
그래. 같이 준비해서 꼭 탈출하자."
4006,일반 대화,"요즘 무슨 노래 들어?
나는 아이돌 노래만 들어. 신나고 좋잖아.
나는 잔잔한 발라드만 들어.
너랑 나랑은 취향이 정말 정반대다.
그러게. 그래도 가끔은 네가 추천해주는 아이돌 노래도 좋더라.
그치? 내가 좋은 노래 많이 알려줄게."
4007,일반 대화,"나 어제 길 가다가 연예인 봤어.
헐, 진짜? 누구 봤는데?
배우 박서준 봤어. 실물이 훨씬 잘생겼더라.
대박. 어디서 봤는데?
청담동 길거리에서 촬영하고 있더라고.
나도 한번 보고 싶다. 너무 부러워."
4008,일반 대화,"오늘 점심은 간단하게 샌드위치 어때?
좋아. 이 근처에 맛있는 샌드위치 가게 있어?
응. 역 앞에 있는 곳인데 재료도 신선하고 맛있어.
그럼 거기로 가자. 나는 햄 치즈 샌드위치 먹을래.
나는 에그마요. 빨리 가서 사 오자.
응. 음료는 뭘로 할까?"
4009,일반 대화,"나 요즘 너무 무기력하고 아무것도 하기 싫어.
왜 그래? 번아웃 온 거야?
그런가 봐. 회사 가는 것도 너무 힘들고 주말에도 그냥 누워만 있어.
너무 스트레스 받아서 그런 거 아니야? 여행이라도 다녀와.
그럴까? 혼자 조용히 쉬다 오고 싶다.
좋은 생각이야. 훌쩍 떠나서 푹 쉬고 와."
4010,일반 대화,"우리 이번 여름휴가 때 어디로 갈까?
해외로 가고 싶어. 동남아 어때?
좋지. 베트남이나 태국 가고 싶다.
나는 필리핀 세부. 바다에서 스노클링하고 싶어.
그것도 좋겠다. 그럼 세부로 갈까?
좋아. 비행기 표부터 알아보자."
4011,일반 대화,"나 어제 남자친구랑 싸웠어.
왜? 무슨 일로?
내가 약속 시간에 늦었다고 화를 냈어.
많이 늦었어?
10분 정도. 근데 내가 미리 연락했거든.
그거 가지고 화를 냈다고? 너무 심한 거 아니야?"
4012,일반 대화,"요즘 집값이 너무 비싸서 걱정이야.
맞아. 월급 모아서는 평생 집 못 살 것 같아.
그러게. 대출받아서라도 사야 하나 싶어.
대출 이자도 너무 비싸잖아.
정말 막막하다. 어떻게 해야 할지 모르겠어.
우리 그냥 소소하게 행복을 찾으면서 살자."
4013,일반 대화,"나 요즘 독립하고 싶다는 생각이 들어.
오, 진짜? 좋은 생각이야.
부모님이랑 같이 사는 것도 좋지만 나만의 공간이 필요해.
맞아. 독립하면 자유롭고 좋지.
대신 모든 걸 혼자 해야 하니까 책임감도 커지겠지?
그렇지. 그래도 한번 해볼 만해."
4014,일반 대화,"오늘따라 커피가 왜 이렇게 맛이 없지?
그러게. 평소랑 똑같은 원두인데.
너무 쓴맛만 나고 향도 별로야.
원두가 오래돼서 그런가?
그런가 봐. 새로 사야겠다.
이번엔 다른 원두로 사보자."
4015,일반 대화,"나 어제 스마트폰 떨어뜨려서 액정 깨졌어.
헐, 어떡해. 수리비 많이 나오겠다.
그러게. 보험도 안 들어놨는데.
요즘 사설 수리점도 많으니까 한번 알아봐.
그래야겠다. 정품은 너무 비싸.
당분간 조심해서 써야겠네."
4016,일반 대화,"우리 동네에 새로운 마트 생겼어.
오, 진짜? 어디에?
원래 있던 시장 자리에 크게 생겼어. 오늘 오픈했대.
그래? 그럼 오늘 저녁에 구경 가볼까?
좋아. 오픈 세일할 수도 있잖아.
응. 필요한 거 있는지 미리 적어가자."
4017,일반 대화,"나 요즘 너무 잘 붓는 것 같아.
짜게 먹어서 그런 거 아니야?
그런가? 야식을 자주 먹긴 했어.
야식이 진짜 안 좋아. 붓기에도 안 좋고 살도 쪄.
오늘부터 야식 끊어야겠다.
응. 저녁 6시 이후로는 아무것도 먹지 마."
4018,일반 대화,"이번 주말에 영화나 보러 갈까?
좋아. 뭐 볼까? 요즘 재밌는 거 뭐 있어?
새로 개봉한 히어로 영화 있는데 평점 좋더라.
아, 그거? 나도 보고 싶었는데.
그럼 그거 보자. 내가 예매할게.
알겠어. 팝콘은 내가 살게."
4019,일반 대화,"나 어제 자기 전에 라면 먹고 잤더니 얼굴이 퉁퉁 부었어.
그러게 누가 밤에 라면 먹으래.
너무 배고파서 참을 수가 없었어.
얼음찜질이라도 해봐.
하고 나왔는데도 이래. 오늘 하루 종일 이러고 다녀야겠네.
괜찮아. 시간 지나면 빠질 거야."
4020,일반 대화,"우리 내일 뭐 입고 갈까?
내일 날씨 어때?
오늘보다 춥대. 영하 10도까지 내려간대.
헐, 진짜? 그럼 완전 따뜻하게 입고 가야겠다.
응. 롱패딩 입고 목도리도 해야 해.
알겠어. 너도 감기 조심해."
4021,일반 대화,"나 요즘 너무 졸려. 춘곤증인가 봐.
봄이라서 그런가 봐. 나도 그래.
점심 먹고 나면 잠이 쏟아져서 미치겠어.
커피라도 마셔봐.
커피 마셔도 소용없어. 그냥 계속 졸려.
잠깐이라도 눈 붙이고 와."
4022,일반 대화,"우리 회사 앞에 붕어빵 가게 생겼어.
진짜? 팥이랑 슈크림 둘 다 팔아?
응. 팥붕, 슈붕 다 있어. 1개에 500원이야.
대박. 완전 싸다. 오늘 퇴근하고 사 먹어야지.
나도. 3개 사 먹을 거야.
나는 5개 먹을래."
4023,일반 대화,"나 어제 친구랑 술 마시다가 필름 끊겼어.
헐, 진짜? 어떻게 집에 들어왔어?
모르겠어. 눈 떠보니까 집이더라.
큰일 날 뻔했네. 술 좀 적당히 마셔.
그러게. 당분간 금주해야겠어.
잘 생각했어. 건강 생각해야지."
4024,일반 대화,"오늘 저녁은 내가 쏠게. 뭐 먹고 싶어?
우와, 진짜? 그럼 나 비싼 거 먹을래.
뭔데? 遠慮하지 말고 말해봐.
소고기! 입에서 살살 녹는 소고기 먹고 싶어.
콜. 마침 나도 소고기 당겼어.
진짜? 역시 우린 통했어."
4025,일반 대화,"나 요즘 살이 너무 쪄서 옷이 안 맞아.
겨울이라서 그래. 활동량이 줄어서 어쩔 수 없어.
그래도 너무 심각해. 인생 최고 몸무게 찍었어.
우리 같이 다이어트 할까?
좋아. 내일부터 저녁 굶기 시작하자.
콜. 이번엔 꼭 성공하자."
4026,일반 대화,"이번 크리스마스에 뭐 할 거야?
나는 남자친구랑 호캉스 가기로 했어.
우와, 좋겠다. 어디로 가는데?
서울에 있는 5성급 호텔 예약했어. 수영장도 있고 좋대.
부럽다. 나는 집에서 케빈이랑 보내야지.
너도 좋은 사람 만날 수 있을 거야."
4027,일반 대화,"나 어제 운전하다가 접촉사고 냈어.
헐, 진짜? 많이 다쳤어?
아니, 다치진 않았는데 차가 좀 긁혔어.
어쩌다가. 괜찮아?
골목길에서 나오다가 주차된 차를 긁었어.
보험 처리했어?"
4028,일반 대화,"요즘 유튜브로 뭐 봐?
나는 알고리즘이 추천해주는 쇼츠만 계속 봐.
나도. 보다 보면 시간 가는 줄 모르겠어.
맞아. 재밌는 영상이 너무 많아.
어제는 웃긴 동물 영상 보다가 새벽 3시에 잤어.
나는 강아지 영상. 너무 귀여워서 계속 보게 돼."
4029,일반 대화,"나 내일 드디어 월급날이야.
좋겠다. 나는 아직 일주일이나 남았는데.
이번 달은 유난히 길게 느껴졌어.
그러게. 월급 받으면 뭐 할 거야?
사고 싶었던 옷이랑 신발 살 거야.
나는 일단 카드값부터 갚아야지."
4030,일반 대화,"오늘 점심은 구내식당에서 먹을까?
오늘 메뉴 뭔데?
제육볶음이랑 된장찌개래.
오, 괜찮네. 그럼 구내식당 가자.
그래. 늦게 가면 자리 없어. 빨리 가자.
응. 지금 바로 출발하자."
4031,일반 대화,"나 요즘 너무 외로운 것 같아.
왜? 무슨 일 있어?
그냥. 다들 연애하는데 나만 혼자인 것 같아서.
에이, 무슨 소리야. 너 좋다는 사람 많잖아.
누가? 왜 나는 모르지?
네가 눈이 높아서 그래."
4032,일반 대화,"우리 이번 주말에 찜질방 갈래?
좋아. 가서 땀 쫙 빼고 오자.
식혜랑 구운 계란도 먹고.
콜. 생각만 해도 좋다.
어디로 갈까? 새로 생긴 곳 있는데 거기 가볼까?
좋아. 시설 깨끗하고 좋겠다."
4033,일반 대화,"나 어제 자기 전에 공포영화 봤더니 잠을 설쳤어.
왜 혼자 그런 걸 봐.
호기심에 봤는데 너무 무서웠어.
무슨 영화였는데?
'곡성' 봤는데 아직도 여운이 남아.
그거 진짜 무섭지. 나도 보고 며칠 동안 고생했어."
4034,일반 대화,"오늘 날씨 진짜 좋다. 어디 놀러 가고 싶다.
그러게. 회사에만 있기 너무 아까운 날씨야.
우리 반차 쓰고 놀러 갈까?
좋지. 어디로 갈까?
가까운 한강 공원이라도 가서 치맥 할까?
콜. 부장님한테 허락받고 오자."
4035,일반 대화,"나 요즘 너무 피곤해서 영양제라도 챙겨 먹어야 할 것 같아.
나도. 비타민이랑 오메가3 먹고 있어.
효과 있어?
응. 확실히 덜 피곤한 것 같아.
나도 한번 사서 먹어봐야겠다. 추천 좀 해줘.
알겠어. 내가 먹는 거 링크 보내줄게."
4036,일반 대화,"우리 집 강아지가 어제 미용했는데 너무 귀여워.
오, 진짜? 사진 보여줘.
어때? 완전 귀엽지.
헐, 대박. 곰돌이 컷 했네. 너무 사랑스럽다.
그치? 계속 안고 있고 싶어.
나도 강아지 키우고 싶다. 너무 부러워."
4037,일반 대화,"오늘 저녁은 간단하게 떡볶이 어때?
좋아. 엽기떡볶이 먹을까?
나는 신전떡볶이가 더 좋은데.
그럼 각자 먹고 싶은 거 시켜서 같이 먹을까?
좋은 생각이야. 나는 신전 시킬게.
나는 엽떡. 빨리 주문하자."
4038,일반 대화,"나 요즘 너무 게을러진 것 같아.
왜? 뭐 하는데?
아무것도 안 해. 그냥 누워서 유튜브만 봐.
나도 그런데. 완전 집순이 다 됐어.
우리 이러면 안 돼. 뭐라도 좀 배우러 다닐까?
좋아. 뭐 배우고 싶은 거 있어?"
4039,일반 대화,"이번 주말에 소개팅하기로 했어.
오, 진짜? 잘됐다. 어떤 사람이야?
사진 봤는데 완전 내 스타일이야. 키도 크고 훈훈하게 생겼어.
부럽다. 꼭 잘 돼서 와.
응. 근데 너무 떨린다. 무슨 옷 입고 가지?
너무 꾸미지 말고 그냥 평소처럼 입고 가."
4040,일반 대화,"요즘 길거리에 캐럴이 들리니까 연말 느낌 난다.
그러게. 벌써 12월이라니. 시간이 너무 빨라.
나이 먹기 싫다. 영원히 20대이고 싶어.
인정. 마음만은 아직 10대인데.
우리 내년에도 더 재밌게 놀자.
콜. 하고 싶은 거 다 하고 살자."
4041,일반 대화,"나 어제 지갑 잃어버렸어.
헐, 진짜? 어쩌다가.
술 마시고 택시에 놓고 내린 것 같아.
카드랑 신분증 다 들어있었는데 어떡해.
일단 카드 분실신고부터 하고 신분증 재발급받아야지.
힘들겠다. 오늘 내가 맛있는 거 사줄게."
4042,일반 대화,"오늘 점심은 뭐 먹을지 안정했어.
나는 김치찌개가 먹고 싶은데.
어제도 김치찌개 먹지 않았어?
그랬나? 그럼 오늘은 된장찌개 먹을까?
좋아. 이 근처에 된장찌개 맛집 있잖아.
그래. 거기로 가자."
